## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value,Remote Access,I/O Address,Data Type,Structure Type,BOW Details
## 3.0
S32-000149,"RowCount18",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000150,"RowCount19",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000132,"RowCount2",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000151,"RowCount20",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000152,"RowCount21",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000153,"RowCount22",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000154,"RowCount23",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000155,"RowCount24",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000156,"RowCount25",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000157,"RowCount26",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000158,"RowCount27",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000159,"RowCount28",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000160,"RowCount29",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000133,"RowCount3",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000161,"RowCount30",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000162,"RowCount31",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000163,"RowCount32",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000164,"RowCount33",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000165,"RowCount34",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000166,"RowCount35",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000167,"RowCount36",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000168,"RowCount37",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000169,"RowCount38",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000170,"RowCount39",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000134,"RowCount4",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000171,"RowCount40",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000172,"RowCount41",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000135,"RowCount5",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000138,"RowCount6",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000139,"RowCount7",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000140,"RowCount8",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000141,"RowCount9",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000137,"RowNumber",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000113,"SecondsRunning",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
C-000544,"Sensor_fallingEdge",false,"0",,,,,,,,false,false,"0",false,,"C",,false
F32-000086,"Set_Potent",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
S32-000091,"Status",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
F32-000085,"Step_Pulses",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000083,"StopCutCycle",false,"0",,,,,,,,false,false,"0",false,,"C",,false
S32-000114,"StopPosition",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
SBR-001010,"Switch in Run Bit",false,"0",,,,,,,"On if CPU Switch is up (Run)",,,,false,,"SBR",,false
SBR-001011,"Switch in Stop Bit",false,"0",,,,,,,"On if CPU Switch is down (Stop)",,,,false,,"SBR",,false
C-000094,"SystemEnable",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000534,"T1_Done",false,"0",,,,,,,,false,false,"0",false,,"C",,false
SSTRUC-000004,"Table Motor",false,,,,,,,,"System Structure for Velocity Move",,,,false,,"SSTRUC","VMOV",false
SSTRUC-000007,"Table Motor Index In",false,,,,,,,,"System Structure for Velocity Move",,,,false,,"SSTRUC","VMOV",false
C-000055,"Table Motor Index In.Complete",false,"0",,,,,,,,false,false,"0",false,,"C","VMOV",false
C-000054,"Table Motor Index In.InProgress",false,"0",,,,,,,,false,false,"0",false,,"C","VMOV",false
S32-000078,"Table Motor Index In.Jerk",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
F32-000049,"Table Motor Index In.RampRate",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
S32-000082,"Table Motor Index In.RegCapture",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
S32-000079,"Table Motor Index In.RegCount",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
S32-000081,"Table Motor Index In.RegDecel",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
S32-000080,"Table Motor Index In.RegDelay",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
S32-000083,"Table Motor Index In.RegPulseTime",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
S32-000084,"Table Motor Index In.Status",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
F32-000050,"Table Motor Index In.Velocity",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
C-000044,"Table Motor On",false,"0",,,,,,,,true,false,"0",false,,"C",,false
F32-000108,"Table Motor Ramp Rate",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000109,"Table Motor Velocity",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000046,"Table Motor.Complete",false,"0",,,,,,,,false,false,"0",false,,"C","VMOV",false
C-000045,"Table Motor.InProgress",false,"0",,,,,,,,false,false,"0",false,,"C","VMOV",false
F32-000028,"Table Motor.Jerk",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
F32-000029,"Table Motor.RampRate",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32","VMOV",false
F32-000030,"Table Motor.RegCapture",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
S32-000046,"Table Motor.RegCount",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
F32-000031,"Table Motor.RegDecel",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
S32-000047,"Table Motor.RegDelay",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
F32-000032,"Table Motor.RegPulseTime",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
S32-000051,"Table Motor.Status",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
F32-000033,"Table Motor.Velocity",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32","VMOV",false
F32-000608,"Table Ramp Rate",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
SSTRUC-000005,"Table_Move",false,,,,,,,,"System Structure for Simple Move",,,,false,,"SSTRUC","SMOV",false
F32-000041,"Table_Move.Accel",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32","SMOV",false
C-000050,"Table_Move.Complete",false,"0",,,,,,,,false,false,"0",false,,"C","SMOV",false
F32-000042,"Table_Move.Decel",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32","SMOV",false
C-000049,"Table_Move.InProgress",false,"0",,,,,,,,false,false,"0",false,,"C","SMOV",false
S32-000059,"Table_Move.Jerk",false,"0",,,,,,,,false,false,"0",false,,"S32","SMOV",false
S32-000067,"Table_Move.Preset1Target",false,"0",,,,,,,,false,false,"0",false,,"S32","SMOV",false
S32-000068,"Table_Move.Preset2Target",false,"0",,,,,,,,false,false,"0",false,,"S32","SMOV",false
S32-000066,"Table_Move.PresetPulseTime",false,"0",,,,,,,,false,false,"0",false,,"S32","SMOV",false
S32-000063,"Table_Move.RegCapture",false,"0",,,,,,,,false,false,"0",false,,"S32","SMOV",false
S32-000060,"Table_Move.RegCount",false,"0",,,,,,,,false,false,"0",false,,"S32","SMOV",false
S32-000062,"Table_Move.RegDecel",false,"0",,,,,,,,false,false,"0",false,,"S32","SMOV",false
S32-000061,"Table_Move.RegDelay",false,"0",,,,,,,,false,false,"0",false,,"S32","SMOV",false
S32-000064,"Table_Move.RegPulseTime",false,"0",,,,,,,,false,false,"0",false,,"S32","SMOV",false
S32-000065,"Table_Move.Status",false,"0",,,,,,,,false,false,"0",false,,"S32","SMOV",false
F32-000052,"Table_Move.Target",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32","SMOV",false
F32-000051,"Table_Move.Velocity",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32","SMOV",false
C-000071,"Target Die Position Complete",false,"0",,,,,,,,false,false,"0",false,,"C",,false
F32-000068,"Target Die Position MM",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000075,"Target Die Position Test",false,"0.0",,,,,,,,true,false,"0.0",false,,"F32",,false
BCD32-000002,"Temp_Signal_Quality_Int",false,"0",,,,,,,,false,false,"0",false,,"BCD32",,false
F32-000645,"Temp_cp_current_term1",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000646,"Temp_cp_current_term2",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000642,"Temp_cp_prev_term1",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000643,"Temp_cp_prev_term2",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000625,"Temp_x_current",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000628,"Temp_y_current",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000090,"TestEdgePosZero",false,"0",,,,,,,,false,false,"0",false,,"C",,false
DI-0.1.3.1,"TestHomeSwitch",false,"0",,,,,,,,false,false,"0",false,"DI-0.1.3.1","DI",,false
S32-000112,"TimeRunning",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
SSTRUC-000002,"Top Motor",false,,,,,,,,"System Structure for Velocity Move",,,,false,,"SSTRUC","VMOV",false
C-000040,"Top Motor On",false,"0",,,,,,,,true,false,"0",false,,"C",,false
C-000039,"Top Motor.Complete",false,"0",,,,,,,,false,false,"0",false,,"C","VMOV",false
C-000038,"Top Motor.InProgress",false,"0",,,,,,,,false,false,"0",false,,"C","VMOV",false
F32-000011,"Top Motor.Jerk",true,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
F32-000012,"Top Motor.RampRate",true,"0.0",,,,,,,,true,false,"0.0",false,,"F32","VMOV",false
F32-000013,"Top Motor.RegCapture",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
S32-000029,"Top Motor.RegCount",false,"0",,,,,,,,false,false,"0",false,,"S32","VMOV",false
F32-000014,"Top Motor.RegDecel",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
F32-000015,"Top Motor.RegDelay",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
F32-000016,"Top Motor.RegPulseTime",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
F32-000017,"Top Motor.Status",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","VMOV",false
F32-000018,"Top Motor.Velocity",true,"0.0",,,,,,,,true,false,"0.0",false,,"F32","VMOV",false
SWR-001507,"Total Scan Count1",false,"0",,,,,,,"total number of scans since entering Run mode (S32 low word)",,,,false,,"SWR",,false
SWR-001508,"Total Scan Count2",false,"0",,,,,,,"total number of scans since entering Run mode (S32 high word)",,,,false,,"SWR",,false
S32-000136,"Total_Row_Number",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
STR-000006,"Tractor GPS Positioning Mode",false,,,,15,,,,,,,,false,,"STR",,false
STR-000012,"Tractor GPS RAW",false,,,,128,,,,,,,,false,,"STR",,false
STR-000011,"Tractor GPS Speed Kilometers/hr",false,,,,15,,,,,,,,false,,"STR",,false
STR-000008,"Tractor GPS True Heading",false,,,,15,,,,,,,,false,,"STR",,false
F32-000619,"Tractor_Current_X_",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000621,"Tractor_Current_y",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000620,"Tractor_Prev_X",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000622,"Tractor_Prev_y",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000081,"TriggerCut",false,"0",,,,,,,,true,false,"0",true,,"C",,false
C-000519,"TriggerCutAtPosition",false,"0",,,,,,,,false,false,"0",false,,"C",,false
S32-000115,"TriggerPosition",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000053,"Was_AIS32-0.1.3.1",false,"0",,,,,,,,false,false,"0",false,,"AIS32",,false
C-000066,"Was_DI-0.1.4.2",false,"0",,,,,,,,false,false,"0",false,,"DI",,false
C-000068,"Was_DI-0.1.4.3",false,"0",,,,,,,,false,false,"0",false,,"DI",,false
SBR-001016,"Watchdog Timeout",false,"0",,,,,,,"On if the actual scan time has exceeded the limit set in the project",,,,false,,"SBR",,false
F32-000116,"area_in",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000117,"area_mm",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
C-000092,"block",false,"0",,,,,,,,false,false,"0",false,,"C",,false
F32-000630,"cos_heading",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000607,"cyclic_position",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000609,"die Ramp Rate",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000610,"die velocity",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
DO-0.1.1.2,"ditcher_down",false,"0",,,,,,,,false,false,"0",false,"DO-0.1.1.2","DO",,false
DO-0.1.1.1,"ditcher_up",false,"0",,,,,,,,false,false,"0",false,"DO-0.1.1.1","DO",,false
S32-000119,"dummydint",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
C-000553,"line_crossed_latched",false,"0",,,,,,,,false,false,"0",false,,"C",,false
DI-0.1.3.2,"move die motor",false,"0",,,,,,,,false,false,"0",false,"DI-0.1.3.2","DI",,false
C-000548,"move die positive",false,"0",,,,,,,,false,false,"0",false,,"C",,false
DI-0.1.3.3,"move table motor",false,"0",,,,,,,,false,false,"0",false,"DI-0.1.3.3","DI",,false
C-000545,"move table neg",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000546,"move table pos",false,"0",,,,,,,,false,false,"0",false,,"C",,false
DI-0.1.3.4,"move top motor",false,"0",,,,,,,,false,false,"0",false,"DI-0.1.3.4","DI",,false
C-000547,"move top negative",false,"0",,,,,,,,false,false,"0",false,,"C",,false
F32-000632,"offset_forward_meters",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000633,"offset_sideways_meters",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000634,"offset_x_world_meters",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000635,"offset_y_world_meters",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000631,"sin_heading",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000611,"table velocity",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
S32-000120,"timerValue",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
S32-000174,"top Ramp Rate",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
F32-000612,"top velocity",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
